"pathway"	"overlap_size"	"pathway_size"	"p.value"	"EID"	"massfeature_rows"	"adduct"	"compound_id"	"compound_annotation"	"m.z"	"retention_time"	"p_value"	"statistic"
"TCA cycle"	"6"	"14"	"0.134729960252"	"E16"	"row204"	"M-H[-]"	"C00149"	"(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid"	133.0142491	30.38881427	0.005067	3.8231
"TCA cycle"	"6"	"14"	"0.134729960252"	"E16"	"row98"	"M-H2O-H[-]"	"C00149"	"(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid"	115.0036865	27.55923006	0.00092107	5.1077
"TCA cycle"	"6"	"14"	"0.134729960252"	"E281"	"row366"	"M-H2O-H[-]"	"C00104"	"IDP; Inosine 5'-diphosphate; Inosine diphosphate"	408.9993395	25.27528736	0.020079	2.8939
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E14"	"row306"	"M-H[-]"	"C00909"	"Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-epoxyicosa-7,9,11,14-tetraenoate"	317.2124026	165.3025615	0.013761	3.1421
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E987"	"row232"	"M-H2O-H[-]"	"CE6230;CE4988;CE4987;CE5352"	"15-hydroperoxyeicosa-8Z,11Z,13E-trienoate$10,11-dihydro-12-epi-leukotriene B4$10,11-dihydro-leukotriene B4$6,7-dihydro-leukotriene B4"	318.2206421	211.2368208	0.0068155	3.6167
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E1096"	"row187"	"M+HCOO[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	349.2380597	231.8758449	0.0044176	3.9201
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E1096"	"row474"	"M(C13)-H[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	304.236483	232.0078379	0.031528	2.6018
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E1096"	"row494"	"M-H[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	303.232868	233.6653217	0.034299	2.5477
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E1096"	"row601"	"M+Cl37[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	341.206612	232.7480931	0.054165	-2.2547
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E804"	"row306"	"M-H2O-H[-]"	"C05356;C14813;C14781;C00959;C04685;C04686;C02165;C05966;C05965;C04849"	"5(S)-HPETE; 5(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoate; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoic acid; (5S,6E,8Z,11Z,14Z)-5-hydroperoxyicosa-6,8,11,14-tetraenoate$11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid$15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid$Prostaglandin B1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1$(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1$Leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyicosa-6,8,10,14-tetraenoate$15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate$12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid$(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3"	317.2124026	165.3025615	0.013761	3.1421
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E438"	"row121"	"M-H[-]"	"C00302"	"DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Leukotriene metabolism"	"6"	"14"	"0.134729960252"	"E438"	"row1517"	"M+Na-2H[-]"	"C00302"	"DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E63"	"row114"	"M-H[-]"	"C12214;C00352;C06377"	"Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate$D-Glucosamine 6-phosphate; D-Glucosamine phosphate$D-Galactosamine 6-phosphate"	258.0383574	21.5533187	0.0012147	4.8862
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E401"	"row18"	"M-H[-]"	"C00819;C00064;C05100"	"D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate"	145.0619385	40.61093146	5.38e-06	10.626
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E106"	"row22"	"M-H2O-H[-]"	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose"	160.0615594	22.76402321	1.1e-05	9.6614
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E106"	"row2266"	"M+Cl[-]"	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose"	214.0488273	23.97915824	0.5996	0.54654
"Aminosugars metabolism"	"6"	"14"	"0.134729960252"	"E281"	"row366"	"M-H2O-H[-]"	"C00104"	"IDP; Inosine 5'-diphosphate; Inosine diphosphate"	408.9993395	25.27528736	0.020079	2.8939
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E891"	"row253"	"M-H[-]"	"C05519;C00188"	"L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid"	118.0510117	18.23953102	0.0079949	3.5071
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E513"	"row541"	"M-H[-]"	"C00248"	"Lipoamide; Thioctic acid amide"	204.053962	26.27720104	0.043445	-2.396
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E1093"	"row175"	"M-H[-]"	"C00792;C00062"	"D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid"	173.1044549	30.79739158	0.0038514	4.0181
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E1031"	"row336"	"M-H[-]"	"CE0469"	"gama-L-glutamyl-L-alanine"	216.0764364	23.87425955	0.016507	-3.0221
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E57"	"row259"	"M-H[-]"	"C00431;C00719;C00183"	"5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid"	116.0717588	24.74190798	0.0083864	-3.4746
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E817"	"row1176"	"M+Cl37[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	168.0244338	25.10497941	0.20299	-1.3865
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E817"	"row121"	"M-H+O[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	146.0459596	24.31365546	0.0013885	4.7812
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E817"	"row1233"	"M-H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	130.0509926	21.49480984	0.22021	1.3299
"Glycine, serine, alanine and threonine metabolism"	"9"	"23"	"0.143847530693"	"E817"	"row160"	"M+Na-2H[-]"	"C00430;C03440;C03341;C01165;C01157;C01110"	"5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate"	151.026235	25.24142561	0.0030784	4.1803
"Vitamin A (retinol) metabolism"	"3"	"6"	"0.151267636406"	"E1076"	"row202"	"M-H2O-H[-]"	"C14769;C14768;C04742;C14749;C14748;CE5016;C14778;C14770;C14771;C04805"	"8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-HETE; (5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid; 20-Hydroxyeicosatetraenoic acid; 20-Hydroxyicosatetraenoic acid; 20-Hydroxy arachidonic acid$13,14-dihydroxy-retinol$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid"	301.2172359	214.7558109	0.0050126	3.8307
"Vitamin A (retinol) metabolism"	"3"	"6"	"0.151267636406"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Vitamin A (retinol) metabolism"	"3"	"6"	"0.151267636406"	"E827"	"row188"	"M(C13)-H[-]"	"C06428;C02075;CE5932;CE5013"	"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate$Retinyl ester; all-trans-Retinyl ester$13,14-epoxy-retinol$"	302.2207532	215.9926867	0.0044207	3.9196
"Vitamin A (retinol) metabolism"	"3"	"6"	"0.151267636406"	"E827"	"row202"	"M-H[-]"	"C06428;C02075;CE5932;CE5013"	"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate$Retinyl ester; all-trans-Retinyl ester$13,14-epoxy-retinol$"	301.2172359	214.7558109	0.0050126	3.8307
"Omega-3 fatty acid metabolism"	"3"	"6"	"0.151267636406"	"E245"	"row58"	"M(C13)-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	278.2207052	225.4132152	0.00019374	6.472
"Omega-3 fatty acid metabolism"	"3"	"6"	"0.151267636406"	"E245"	"row87"	"M-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	277.217386	224.8547356	0.00070468	5.3275
"Omega-3 fatty acid metabolism"	"3"	"6"	"0.151267636406"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Omega-3 fatty acid metabolism"	"3"	"6"	"0.151267636406"	"E304"	"row35"	"M-H[-]"	"C16300"	"Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid"	275.2016982	207.4817672	5.71e-05	7.706
"Omega-3 fatty acid metabolism"	"3"	"6"	"0.151267636406"	"E304"	"row56"	"M(C13)-H[-]"	"C16300"	"Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid"	276.2050449	209.9613336	0.00018013	6.5412
"Hexose phosphorylation"	"4"	"9"	"0.160864194419"	"E63"	"row114"	"M-H[-]"	"C12214;C00352;C06377"	"Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate$D-Glucosamine 6-phosphate; D-Glucosamine phosphate$D-Galactosamine 6-phosphate"	258.0383574	21.5533187	0.0012147	4.8862
"Hexose phosphorylation"	"4"	"9"	"0.160864194419"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Hexose phosphorylation"	"4"	"9"	"0.160864194419"	"E106"	"row22"	"M-H2O-H[-]"	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose"	160.0615594	22.76402321	1.1e-05	9.6614
"Hexose phosphorylation"	"4"	"9"	"0.160864194419"	"E106"	"row2266"	"M+Cl[-]"	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose"	214.0488273	23.97915824	0.5996	0.54654
"Hexose phosphorylation"	"4"	"9"	"0.160864194419"	"E281"	"row366"	"M-H2O-H[-]"	"C00104"	"IDP; Inosine 5'-diphosphate; Inosine diphosphate"	408.9993395	25.27528736	0.020079	2.8939
"Vitamin B2 (riboflavin) metabolism"	"1"	"1"	"0.169662439811"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Pyrimidine metabolism"	"9"	"25"	"0.199695800876"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
